Ref,CensusYear,Category,Region,RegionName,Grade,GradeName,Age,Total,Male,Female
5356,2015,Vulnerable,17,Kunene,203,Grade  3,10,191,98,93
5357,2014,Vulnerable,17,Kunene,209,Grade  9,17,34,17,17
5358,2015,Vulnerable,17,Kunene,202,Grade  2,7,18,8,10
5359,2015,Vulnerable,17,Kunene,202,Grade  2,12,60,38,22
5360,2015,Vulnerable,17,Kunene,202,Grade  2,11,70,39,31
5361,2015,Vulnerable,17,Kunene,201,Grade  1,18,1,1,0
5362,2015,Vulnerable,17,Kunene,201,Grade  1,9,128,64,64
5363,2015,Vulnerable,17,Kunene,201,Grade  1,7,487,251,236
5364,2015,Vulnerable,17,Kunene,201,Grade  1,6,68,40,28
5365,2015,Vulnerable,17,Kunene,208,Grade  8,18,23,10,13
5366,2015,Vulnerable,17,Kunene,208,Grade  8,17,51,28,23
5367,2015,Vulnerable,17,Kunene,208,Grade  8,16,42,21,21
5368,2015,Vulnerable,17,Kunene,201,Grade  1,16,4,4,0
5369,2015,Vulnerable,17,Kunene,208,Grade  8,15,31,15,16
5370,2015,Vulnerable,17,Kunene,203,Grade  3,12,92,50,42
5371,2014,Vulnerable,17,Kunene,205,Grade  5,11,51,24,27
5372,2015,Vulnerable,17,Kunene,202,Grade  2,10,134,63,71
5373,2014,Vulnerable,17,Kunene,205,Grade  5,15,34,19,15
5374,2015,Vulnerable,17,Kunene,208,Grade  8,19,15,9,6
5375,2014,Vulnerable,17,Kunene,209,Grade  9,20,18,8,10
5376,2014,Vulnerable,17,Kunene,209,Grade  9,19,33,13,20
5377,2014,Vulnerable,17,Kunene,209,Grade  9,18,17,11,6
5378,2014,Vulnerable,17,Kunene,205,Grade  5,12,116,65,51
5379,2014,Vulnerable,17,Kunene,209,Grade  9,22,4,0,4
5380,2014,Vulnerable,17,Kunene,205,Grade  5,14,59,31,28
5381,2014,Vulnerable,17,Kunene,209,Grade  9,23,1,1,0
5382,2014,Vulnerable,17,Kunene,205,Grade  5,16,17,13,4
5383,2014,Vulnerable,17,Kunene,205,Grade  5,17,9,6,3
5384,2014,Vulnerable,17,Kunene,205,Grade  5,18,4,4,0
5385,2014,Vulnerable,17,Kunene,205,Grade  5,19,3,3,0
5386,2014,Vulnerable,17,Kunene,205,Grade  5,8,1,1,0
5387,2014,Vulnerable,17,Kunene,205,Grade  5,9,3,2,1
5388,2014,Vulnerable,17,Kunene,205,Grade  5,13,92,47,45
5389,2014,Vulnerable,17,Kunene,210,Grade 10,20,8,5,3
5390,2014,Vulnerable,17,Kunene,211,Grade 11,18,9,4,5
5391,2014,Vulnerable,17,Kunene,211,Grade 11,17,2,1,1
5392,2014,Vulnerable,17,Kunene,210,Grade 10,6,1,1,0
5393,2014,Vulnerable,17,Kunene,210,Grade 10,5,1,1,0
5394,2014,Vulnerable,17,Kunene,210,Grade 10,24,1,1,0
5395,2014,Vulnerable,17,Kunene,209,Grade  9,21,4,3,1
5396,2014,Vulnerable,17,Kunene,210,Grade 10,21,8,4,4
5397,2014,Vulnerable,17,Kunene,206,Grade  6,13,71,36,35
5398,2014,Vulnerable,17,Kunene,210,Grade 10,19,12,5,7
5399,2014,Vulnerable,17,Kunene,210,Grade 10,18,11,5,6
5400,2014,Vulnerable,17,Kunene,210,Grade 10,17,11,7,4
5401,2014,Vulnerable,17,Kunene,210,Grade 10,16,5,1,4
5402,2014,Vulnerable,17,Kunene,210,Grade 10,15,2,1,1
5403,2014,Vulnerable,17,Kunene,209,Grade  9,24,3,3,0
5404,2014,Vulnerable,17,Kunene,210,Grade 10,22,4,4,0
5405,2014,Vulnerable,17,Kunene,208,Grade  8,18,20,12,8
5406,2014,Vulnerable,17,Kunene,207,Grade  7,21,4,4,0
5407,2014,Vulnerable,17,Kunene,207,Grade  7,22,1,1,0
5408,2014,Vulnerable,17,Kunene,208,Grade  8,13,3,2,1
5409,2014,Vulnerable,17,Kunene,208,Grade  8,14,25,6,19
5410,2014,Vulnerable,17,Kunene,208,Grade  8,15,33,17,16
5411,2014,Vulnerable,17,Kunene,206,Grade  6,11,4,3,1
5412,2014,Vulnerable,17,Kunene,208,Grade  8,17,24,10,14
5413,2014,Vulnerable,17,Kunene,207,Grade  7,18,14,9,5
5414,2014,Vulnerable,17,Kunene,208,Grade  8,19,13,5,8
5415,2014,Vulnerable,17,Kunene,208,Grade  8,20,10,7,3
5416,2014,Vulnerable,17,Kunene,208,Grade  8,21,2,2,0
5417,2014,Vulnerable,17,Kunene,209,Grade  9,14,1,0,1
5418,2014,Vulnerable,17,Kunene,209,Grade  9,15,9,4,5
5419,2014,Vulnerable,17,Kunene,209,Grade  9,16,22,3,19
5420,2014,Vulnerable,17,Kunene,208,Grade  8,16,31,14,17
5421,2014,Vulnerable,17,Kunene,207,Grade  7,12,4,2,2
5422,2014,Vulnerable,17,Kunene,211,Grade 11,21,7,6,1
5423,2014,Vulnerable,17,Kunene,206,Grade  6,14,87,41,46
5424,2014,Vulnerable,17,Kunene,206,Grade  6,15,56,28,28
5425,2014,Vulnerable,17,Kunene,206,Grade  6,16,31,19,12
5426,2014,Vulnerable,17,Kunene,206,Grade  6,17,10,6,4
5427,2014,Vulnerable,17,Kunene,206,Grade  6,18,5,4,1
5428,2014,Vulnerable,17,Kunene,207,Grade  7,20,4,4,0
5429,2014,Vulnerable,17,Kunene,206,Grade  6,20,2,2,0
5430,2014,Vulnerable,17,Kunene,207,Grade  7,19,8,7,1
5431,2014,Vulnerable,17,Kunene,207,Grade  7,13,51,26,25
5432,2014,Vulnerable,17,Kunene,207,Grade  7,14,46,23,23
5433,2014,Vulnerable,17,Kunene,207,Grade  7,15,43,20,23
5434,2014,Vulnerable,17,Kunene,207,Grade  7,16,27,17,10
5435,2014,Vulnerable,17,Kunene,207,Grade  7,17,21,14,7
5436,2014,Vulnerable,17,Kunene,206,Grade  6,12,56,24,32
5437,2014,Vulnerable,17,Kunene,206,Grade  6,19,6,4,2
5438,2015,Vulnerable,17,Kunene,210,Grade 10,15,1,0,1
5439,2015,Vulnerable,17,Kunene,209,Grade  9,16,16,7,9
5440,2015,Vulnerable,17,Kunene,209,Grade  9,17,30,20,10
5441,2015,Vulnerable,17,Kunene,209,Grade  9,18,23,18,5
5442,2015,Vulnerable,17,Kunene,209,Grade  9,19,29,11,18
5443,2015,Vulnerable,17,Kunene,209,Grade  9,20,12,4,8
5444,2015,Vulnerable,17,Kunene,210,Grade 10,22,3,2,1
5445,2015,Vulnerable,17,Kunene,209,Grade  9,22,2,2,0
5446,2015,Vulnerable,17,Kunene,208,Grade  8,21,1,1,0
5447,2015,Vulnerable,17,Kunene,210,Grade 10,16,4,3,1
5448,2015,Vulnerable,17,Kunene,210,Grade 10,17,10,3,7
5449,2015,Vulnerable,17,Kunene,210,Grade 10,18,15,8,7
5450,2015,Vulnerable,17,Kunene,210,Grade 10,19,20,11,9
5451,2015,Vulnerable,17,Kunene,210,Grade 10,20,16,7,9
5452,2014,Vulnerable,17,Kunene,211,Grade 11,19,5,1,4
5453,2015,Vulnerable,17,Kunene,209,Grade  9,21,10,7,3
5454,2015,Vulnerable,17,Kunene,100,Pre-Primary,8,6,1,5
5455,2015,Vulnerable,17,Kunene,203,Grade  3,13,50,22,28
5456,2015,Vulnerable,17,Kunene,201,Grade  1,15,8,5,3
5457,2015,Vulnerable,17,Kunene,201,Grade  1,14,9,5,4
5458,2015,Vulnerable,17,Kunene,201,Grade  1,13,42,20,22
5459,2015,Vulnerable,17,Kunene,201,Grade  1,12,42,16,26
5460,2015,Vulnerable,17,Kunene,201,Grade  1,11,55,29,26
5461,2015,Vulnerable,17,Kunene,209,Grade  9,15,15,7,8
5462,2015,Vulnerable,17,Kunene,100,Pre-Primary,9,4,3,1
5463,2015,Vulnerable,17,Kunene,209,Grade  9,14,1,0,1
5464,2015,Vulnerable,17,Kunene,100,Pre-Primary,7,25,11,14
5465,2015,Vulnerable,17,Kunene,100,Pre-Primary,6,450,241,209
5466,2015,Vulnerable,17,Kunene,100,Pre-Primary,5,39,24,15
5467,2015,Vulnerable,17,Kunene,100,Pre-Primary,15,1,0,1
5468,2015,Vulnerable,17,Kunene,208,Grade  8,20,2,1,1
5469,2015,Vulnerable,17,Kunene,210,Grade 10,23,1,1,0
5470,2015,Vulnerable,17,Kunene,201,Grade  1,10,134,76,58
5471,2014,Vulnerable,17,Kunene,212,Grade 12,22,2,1,1
5472,2015,Vulnerable,17,Kunene,401,Special Education Class,8,1,1,0
5473,2015,Vulnerable,17,Kunene,208,Grade  8,14,29,12,17
5474,2014,Vulnerable,17,Kunene,203,Grade  3,12,51,31,20
5475,2014,Vulnerable,17,Kunene,401,Special Education Class,9,5,5,0
5476,2014,Vulnerable,17,Kunene,401,Special Education Class,12,2,2,0
5477,2015,Vulnerable,17,Kunene,210,Grade 10,21,3,1,2
5478,2014,Vulnerable,17,Kunene,401,Special Education Class,10,2,2,0
5479,2015,Vulnerable,17,Kunene,401,Special Education Class,10,3,1,2
5480,2014,Vulnerable,17,Kunene,212,Grade 12,21,4,1,3
5481,2014,Vulnerable,17,Kunene,212,Grade 12,20,5,5,0
5482,2014,Vulnerable,17,Kunene,212,Grade 12,19,7,1,6
5483,2014,Vulnerable,17,Kunene,212,Grade 12,18,6,4,2
5484,2014,Vulnerable,17,Kunene,211,Grade 11,22,2,2,0
5485,2015,Vulnerable,17,Kunene,201,Grade  1,17,3,3,0
5486,2014,Vulnerable,17,Kunene,401,Special Education Class,11,2,2,0
5487,2015,Vulnerable,17,Kunene,212,Grade 12,18,3,2,1
5488,2015,Vulnerable,17,Kunene,210,Grade 10,25,1,0,1
5489,2015,Vulnerable,17,Kunene,211,Grade 11,17,4,1,3
5490,2015,Vulnerable,17,Kunene,211,Grade 11,18,4,3,1
5491,2015,Vulnerable,17,Kunene,211,Grade 11,19,9,3,6
5492,2015,Vulnerable,17,Kunene,211,Grade 11,20,1,0,1
5493,2015,Vulnerable,17,Kunene,211,Grade 11,21,4,3,1
5494,2015,Vulnerable,17,Kunene,401,Special Education Class,13,1,0,1
5495,2015,Vulnerable,17,Kunene,211,Grade 11,23,4,3,1
5496,2015,Vulnerable,17,Kunene,401,Special Education Class,12,1,1,0
5497,2015,Vulnerable,17,Kunene,212,Grade 12,19,2,2,0
5498,2015,Vulnerable,17,Kunene,212,Grade 12,20,7,6,1
5499,2015,Vulnerable,17,Kunene,212,Grade 12,21,4,3,1
5500,2015,Vulnerable,17,Kunene,212,Grade 12,22,5,5,0
5501,2015,Vulnerable,17,Kunene,212,Grade 12,23,1,1,0
5502,2014,Vulnerable,17,Kunene,211,Grade 11,20,6,1,5
5503,2015,Vulnerable,17,Kunene,211,Grade 11,22,4,2,2
5504,2014,Vulnerable,17,Kunene,203,Grade  3,8,12,8,4
5505,2014,Vulnerable,17,Kunene,204,Grade  4,8,1,0,1
5506,2014,Vulnerable,17,Kunene,100,Pre-Primary,7,18,12,6
5507,2014,Vulnerable,17,Kunene,100,Pre-Primary,6,179,96,83
5508,2014,Vulnerable,17,Kunene,100,Pre-Primary,5,18,16,2
5509,2014,Vulnerable,17,Kunene,100,Pre-Primary,12,1,0,1
5510,2014,Vulnerable,17,Kunene,100,Pre-Primary,11,1,1,0
5511,2014,Vulnerable,17,Kunene,100,Pre-Primary,10,3,1,2
5512,2014,Vulnerable,17,Kunene,203,Grade  3,13,27,19,8
5513,2014,Vulnerable,17,Kunene,203,Grade  3,14,18,12,6
5514,2014,Vulnerable,17,Kunene,203,Grade  3,15,8,6,2
5515,2014,Vulnerable,17,Kunene,203,Grade  3,16,4,4,0
5516,2014,Vulnerable,17,Kunene,203,Grade  3,17,1,1,0
5517,2014,Vulnerable,17,Kunene,203,Grade  3,18,2,1,1
5518,2014,Vulnerable,17,Kunene,100,Pre-Primary,9,10,3,7
5519,2014,Vulnerable,17,Kunene,204,Grade  4,14,33,19,14
5520,2014,Vulnerable,17,Kunene,204,Grade  4,21,1,1,0
5521,2014,Vulnerable,17,Kunene,204,Grade  4,20,4,4,0
5522,2014,Vulnerable,17,Kunene,204,Grade  4,19,3,3,0
5523,2014,Vulnerable,17,Kunene,204,Grade  4,18,4,2,2
5524,2014,Vulnerable,17,Kunene,204,Grade  4,17,3,2,1
5525,2014,Vulnerable,17,Kunene,203,Grade  3,19,1,1,0
5526,2014,Vulnerable,17,Kunene,204,Grade  4,15,21,9,12
5527,2014,Vulnerable,17,Kunene,203,Grade  3,23,1,1,0
5528,2014,Vulnerable,17,Kunene,204,Grade  4,13,57,34,23
5529,2014,Vulnerable,17,Kunene,204,Grade  4,12,107,54,53
5530,2014,Vulnerable,17,Kunene,204,Grade  4,11,140,81,59
5531,2014,Vulnerable,17,Kunene,204,Grade  4,10,96,38,58
5532,2014,Vulnerable,17,Kunene,203,Grade  3,9,90,46,44
5533,2014,Vulnerable,17,Kunene,201,Grade  1,10,69,31,38
5534,2014,Vulnerable,17,Kunene,204,Grade  4,16,16,12,4
5535,2014,Vulnerable,17,Kunene,202,Grade  2,12,52,23,29
5536,2015,Vulnerable,17,Kunene,203,Grade  3,11,97,51,46
5537,2014,Vulnerable,17,Kunene,203,Grade  3,11,81,41,40
5538,2014,Vulnerable,17,Kunene,203,Grade  3,10,129,65,64
5539,2014,Vulnerable,17,Kunene,202,Grade  2,9,165,86,79
5540,2014,Vulnerable,17,Kunene,202,Grade  2,8,179,88,91
5541,2014,Vulnerable,17,Kunene,202,Grade  2,7,22,11,11
5542,2014,Vulnerable,17,Kunene,202,Grade  2,5,11,2,9
5543,2014,Vulnerable,17,Kunene,202,Grade  2,24,1,1,0
5544,2014,Vulnerable,17,Kunene,202,Grade  2,19,1,1,0
5545,2014,Vulnerable,17,Kunene,202,Grade  2,18,1,1,0
5546,2014,Vulnerable,17,Kunene,202,Grade  2,17,2,1,1
5547,2014,Vulnerable,17,Kunene,202,Grade  2,16,8,4,4
5548,2014,Vulnerable,17,Kunene,202,Grade  2,15,14,7,7
5549,2014,Vulnerable,17,Kunene,100,Pre-Primary,8,9,1,8
5550,2014,Vulnerable,17,Kunene,201,Grade  1,6,39,16,23
5551,2014,Vulnerable,17,Kunene,201,Grade  1,11,29,18,11
5552,2014,Vulnerable,17,Kunene,201,Grade  1,12,19,13,6
5553,2014,Vulnerable,17,Kunene,201,Grade  1,14,15,8,7
5554,2014,Vulnerable,17,Kunene,201,Grade  1,16,2,2,0
5555,2014,Vulnerable,17,Kunene,201,Grade  1,17,3,3,0
5556,2014,Vulnerable,17,Kunene,202,Grade  2,14,26,13,13
5557,2014,Vulnerable,17,Kunene,201,Grade  1,19,1,1,0
5558,2014,Vulnerable,17,Kunene,202,Grade  2,13,20,8,12
5559,2014,Vulnerable,17,Kunene,201,Grade  1,7,292,149,143
5560,2014,Vulnerable,17,Kunene,201,Grade  1,8,185,109,76
5561,2014,Vulnerable,17,Kunene,201,Grade  1,9,106,46,60
5562,2014,Vulnerable,17,Kunene,202,Grade  2,10,120,64,56
5563,2014,Vulnerable,17,Kunene,202,Grade  2,11,68,32,36
5564,2014,Vulnerable,17,Kunene,201,Grade  1,13,26,13,13
5565,2014,Vulnerable,17,Kunene,201,Grade  1,18,2,2,0
5566,2015,Vulnerable,17,Kunene,204,Grade  4,12,162,75,87
5567,2015,Vulnerable,17,Kunene,205,Grade  5,17,10,7,3
5568,2015,Vulnerable,17,Kunene,205,Grade  5,16,21,13,8
5569,2015,Vulnerable,17,Kunene,205,Grade  5,15,89,61,28
5570,2015,Vulnerable,17,Kunene,205,Grade  5,14,88,49,39
5571,2015,Vulnerable,17,Kunene,205,Grade  5,13,133,65,68
5572,2015,Vulnerable,17,Kunene,205,Grade  5,12,175,93,82
5573,2015,Vulnerable,17,Kunene,205,Grade  5,11,103,51,52
5574,2015,Vulnerable,17,Kunene,205,Grade  5,10,8,3,5
5575,2015,Vulnerable,17,Kunene,204,Grade  4,9,17,2,15
5576,2015,Vulnerable,17,Kunene,204,Grade  4,20,3,2,1
5577,2015,Vulnerable,17,Kunene,204,Grade  4,19,4,3,1
5578,2015,Vulnerable,17,Kunene,204,Grade  4,18,5,4,1
5579,2015,Vulnerable,17,Kunene,204,Grade  4,17,13,12,1
5580,2015,Vulnerable,17,Kunene,205,Grade  5,18,1,1,0
5581,2015,Vulnerable,17,Kunene,203,Grade  3,19,2,1,1
5582,2015,Vulnerable,17,Kunene,203,Grade  3,14,28,11,17
5583,2014,Vulnerable,17,Kunene,201,Grade  1,15,5,4,1
5584,2014,Vulnerable,17,Kunene,204,Grade  4,9,13,2,11
5585,2015,Vulnerable,17,Kunene,203,Grade  3,15,15,9,6
5586,2015,Vulnerable,17,Kunene,203,Grade  3,16,5,3,2
5587,2015,Vulnerable,17,Kunene,204,Grade  4,15,30,21,9
5588,2015,Vulnerable,17,Kunene,203,Grade  3,18,2,0,2
5589,2015,Vulnerable,17,Kunene,204,Grade  4,13,101,49,52
5590,2015,Vulnerable,17,Kunene,203,Grade  3,20,1,0,1
5591,2015,Vulnerable,17,Kunene,203,Grade  3,8,27,14,13
5592,2015,Vulnerable,17,Kunene,203,Grade  3,9,166,77,89
5593,2015,Vulnerable,17,Kunene,204,Grade  4,10,179,85,94
5594,2015,Vulnerable,17,Kunene,204,Grade  4,11,182,97,85
5595,2015,Vulnerable,17,Kunene,204,Grade  4,16,10,7,3
5596,2015,Vulnerable,17,Kunene,203,Grade  3,17,7,6,1
5597,2015,Vulnerable,17,Kunene,207,Grade  7,19,16,13,3
5598,2015,Vulnerable,17,Kunene,206,Grade  6,21,3,3,0
5599,2015,Vulnerable,17,Kunene,206,Grade  6,23,1,1,0
5600,2015,Vulnerable,17,Kunene,207,Grade  7,12,7,3,4
5601,2015,Vulnerable,17,Kunene,207,Grade  7,13,37,16,21
5602,2015,Vulnerable,17,Kunene,207,Grade  7,22,1,0,1
5603,2015,Vulnerable,17,Kunene,207,Grade  7,15,90,56,34
5604,2015,Vulnerable,17,Kunene,206,Grade  6,20,7,3,4
5605,2015,Vulnerable,17,Kunene,207,Grade  7,18,29,22,7
5606,2015,Vulnerable,17,Kunene,207,Grade  7,14,43,21,22
5607,2015,Vulnerable,17,Kunene,207,Grade  7,20,3,3,0
5608,2015,Vulnerable,17,Kunene,207,Grade  7,21,2,1,1
5609,2015,Vulnerable,17,Kunene,205,Grade  5,19,4,3,1
5610,2015,Vulnerable,17,Kunene,204,Grade  4,14,41,27,14
5611,2015,Vulnerable,17,Kunene,208,Grade  8,13,3,0,3
5612,2014,Vulnerable,17,Kunene,205,Grade  5,10,8,3,5
5613,2015,Vulnerable,17,Kunene,207,Grade  7,17,36,20,16
5614,2015,Vulnerable,17,Kunene,206,Grade  6,13,125,64,61
5615,2015,Vulnerable,17,Kunene,205,Grade  5,21,3,3,0
5616,2015,Vulnerable,17,Kunene,205,Grade  5,20,6,6,0
5617,2015,Vulnerable,17,Kunene,207,Grade  7,16,45,23,22
5618,2015,Vulnerable,17,Kunene,205,Grade  5,9,1,0,1
5619,2015,Vulnerable,17,Kunene,206,Grade  6,12,63,30,33
5620,2015,Vulnerable,17,Kunene,205,Grade  5,22,1,1,0
5621,2015,Vulnerable,17,Kunene,206,Grade  6,14,107,52,55
5622,2015,Vulnerable,17,Kunene,206,Grade  6,15,97,54,43
5623,2015,Vulnerable,17,Kunene,206,Grade  6,16,51,35,16
5624,2015,Vulnerable,17,Kunene,206,Grade  6,17,23,17,6
5625,2015,Vulnerable,17,Kunene,206,Grade  6,18,12,10,2
5626,2015,Vulnerable,17,Kunene,206,Grade  6,19,7,6,1
5627,2015,Vulnerable,17,Kunene,206,Grade  6,11,7,2,5
5628,2014,Vulnerable,18,Ohangwena,208,Grade  8,14,122,46,76
5629,2014,Vulnerable,18,Ohangwena,208,Grade  8,19,50,31,19
5630,2014,Vulnerable,18,Ohangwena,208,Grade  8,15,175,89,86
5631,2014,Vulnerable,18,Ohangwena,208,Grade  8,16,188,88,100
5632,2014,Vulnerable,18,Ohangwena,208,Grade  8,17,154,84,70
5633,2014,Vulnerable,18,Ohangwena,208,Grade  8,18,124,81,43
5634,2014,Vulnerable,18,Ohangwena,208,Grade  8,13,30,12,18
5635,2014,Vulnerable,18,Ohangwena,208,Grade  8,20,25,21,4
5636,2014,Vulnerable,18,Ohangwena,208,Grade  8,21,13,10,3
5637,2014,Vulnerable,18,Ohangwena,208,Grade  8,22,7,4,3
5638,2014,Vulnerable,18,Ohangwena,209,Grade  9,18,96,50,46
5639,2014,Vulnerable,18,Ohangwena,209,Grade  9,14,20,5,15
5640,2014,Vulnerable,18,Ohangwena,209,Grade  9,16,87,30,57
5641,2014,Vulnerable,18,Ohangwena,209,Grade  9,17,133,63,70
5642,2014,Vulnerable,18,Ohangwena,207,Grade  7,22,1,0,1
5643,2014,Vulnerable,18,Ohangwena,209,Grade  9,15,77,30,47
5644,2014,Vulnerable,18,Ohangwena,208,Grade  8,23,1,1,0
5645,2014,Vulnerable,18,Ohangwena,207,Grade  7,13,143,55,88
5646,2014,Vulnerable,18,Ohangwena,206,Grade  6,16,94,60,34
5647,2014,Vulnerable,18,Ohangwena,206,Grade  6,17,37,30,7
5648,2014,Vulnerable,18,Ohangwena,212,Grade 12,22,19,7,12
5649,2014,Vulnerable,18,Ohangwena,209,Grade  9,19,75,36,39
5650,2014,Vulnerable,18,Ohangwena,206,Grade  6,18,19,11,8
5651,2014,Vulnerable,18,Ohangwena,206,Grade  6,19,7,5,2
5652,2014,Vulnerable,18,Ohangwena,206,Grade  6,20,3,2,1
5653,2014,Vulnerable,18,Ohangwena,207,Grade  7,12,20,7,13
5654,2014,Vulnerable,18,Ohangwena,207,Grade  7,21,3,3,0
5655,2014,Vulnerable,18,Ohangwena,207,Grade  7,14,205,110,95
5656,2014,Vulnerable,18,Ohangwena,207,Grade  7,15,185,86,99
5657,2014,Vulnerable,18,Ohangwena,207,Grade  7,16,152,87,65
5658,2014,Vulnerable,18,Ohangwena,207,Grade  7,17,66,46,20
5659,2014,Vulnerable,18,Ohangwena,207,Grade  7,18,32,27,5
5660,2014,Vulnerable,18,Ohangwena,207,Grade  7,19,22,18,4
5661,2014,Vulnerable,18,Ohangwena,207,Grade  7,20,13,8,5
5662,2014,Vulnerable,18,Ohangwena,206,Grade  6,21,2,1,1
5663,2014,Vulnerable,18,Ohangwena,212,Grade 12,19,30,14,16
5664,2014,Vulnerable,18,Ohangwena,211,Grade 11,20,10,5,5
5665,2014,Vulnerable,18,Ohangwena,211,Grade 11,21,2,1,1
5666,2014,Vulnerable,18,Ohangwena,211,Grade 11,22,2,1,1
5667,2014,Vulnerable,18,Ohangwena,211,Grade 11,23,1,1,0
5668,2014,Vulnerable,18,Ohangwena,211,Grade 11,24,1,1,0
5669,2014,Vulnerable,18,Ohangwena,212,Grade 12,16,1,0,1
5670,2014,Vulnerable,18,Ohangwena,212,Grade 12,20,17,10,7
5671,2014,Vulnerable,18,Ohangwena,212,Grade 12,18,21,9,12
5672,2014,Vulnerable,18,Ohangwena,211,Grade 11,17,13,1,12
5673,2014,Vulnerable,18,Ohangwena,212,Grade 12,21,25,11,14
5674,2014,Vulnerable,18,Ohangwena,212,Grade 12,23,7,4,3
5675,2014,Vulnerable,18,Ohangwena,212,Grade 12,24,1,0,1
5676,2014,Vulnerable,18,Ohangwena,212,Grade 12,25,1,1,0
5677,2014,Vulnerable,18,Ohangwena,206,Grade  6,15,165,95,70
5678,2014,Vulnerable,18,Ohangwena,204,Grade  4,8,13,6,7
5679,2014,Vulnerable,18,Ohangwena,212,Grade 12,17,11,3,8
5680,2014,Vulnerable,18,Ohangwena,210,Grade 10,19,60,26,34
5681,2014,Vulnerable,18,Ohangwena,209,Grade  9,21,17,9,8
5682,2014,Vulnerable,18,Ohangwena,209,Grade  9,22,7,2,5
5683,2014,Vulnerable,18,Ohangwena,209,Grade  9,6,8,3,5
5684,2014,Vulnerable,18,Ohangwena,210,Grade 10,14,2,1,1
5685,2014,Vulnerable,18,Ohangwena,210,Grade 10,15,12,3,9
5686,2014,Vulnerable,18,Ohangwena,210,Grade 10,16,47,19,28
5687,2014,Vulnerable,18,Ohangwena,211,Grade 11,19,17,9,8
5688,2014,Vulnerable,18,Ohangwena,210,Grade 10,18,82,35,47
5689,2014,Vulnerable,18,Ohangwena,211,Grade 11,18,22,13,9
5690,2014,Vulnerable,18,Ohangwena,210,Grade 10,20,43,21,22
5691,2014,Vulnerable,18,Ohangwena,210,Grade 10,21,33,19,14
5692,2014,Vulnerable,18,Ohangwena,210,Grade 10,22,13,7,6
5693,2014,Vulnerable,18,Ohangwena,210,Grade 10,23,10,8,2
5694,2014,Vulnerable,18,Ohangwena,211,Grade 11,15,1,0,1
5695,2014,Vulnerable,18,Ohangwena,211,Grade 11,16,5,2,3
5696,2014,Vulnerable,18,Ohangwena,209,Grade  9,20,55,28,27
5697,2014,Vulnerable,18,Ohangwena,210,Grade 10,17,85,34,51
5698,2014,Vulnerable,18,Ohangwena,203,Grade  3,7,1,0,1
5699,2015,Vulnerable,18,Ohangwena,201,Grade  1,10,61,38,23
5700,2015,Vulnerable,18,Ohangwena,201,Grade  1,11,23,13,10
5701,2014,Vulnerable,18,Ohangwena,205,Grade  5,16,37,26,11
5702,2014,Vulnerable,18,Ohangwena,204,Grade  4,12,217,122,95
5703,2014,Vulnerable,18,Ohangwena,204,Grade  4,11,383,195,188
5704,2014,Vulnerable,18,Ohangwena,204,Grade  4,10,364,180,184
5705,2014,Vulnerable,18,Ohangwena,205,Grade  5,10,38,15,23
5706,2014,Vulnerable,18,Ohangwena,203,Grade  3,8,77,41,36
5707,2015,Vulnerable,18,Ohangwena,100,Pre-Primary,6,736,384,352
5708,2014,Vulnerable,18,Ohangwena,203,Grade  3,17,1,1,0
5709,2014,Vulnerable,18,Ohangwena,203,Grade  3,16,5,4,1
5710,2014,Vulnerable,18,Ohangwena,203,Grade  3,15,10,8,2
5711,2014,Vulnerable,18,Ohangwena,203,Grade  3,14,15,11,4
5712,2014,Vulnerable,18,Ohangwena,203,Grade  3,13,58,34,24
5713,2014,Vulnerable,18,Ohangwena,203,Grade  3,12,98,65,33
5714,2014,Vulnerable,18,Ohangwena,203,Grade  3,9,463,210,253
5715,2014,Vulnerable,18,Ohangwena,204,Grade  4,9,60,28,32
5716,2014,Vulnerable,18,Ohangwena,204,Grade  4,13,115,71,44
5717,2014,Vulnerable,18,Ohangwena,204,Grade  4,14,53,37,16
5718,2014,Vulnerable,18,Ohangwena,204,Grade  4,15,27,18,9
5719,2014,Vulnerable,18,Ohangwena,204,Grade  4,16,13,8,5
5720,2014,Vulnerable,18,Ohangwena,204,Grade  4,17,7,6,1
5721,2014,Vulnerable,18,Ohangwena,204,Grade  4,18,4,3,1
5722,2015,Vulnerable,18,Ohangwena,100,Pre-Primary,7,13,4,9
5723,2014,Vulnerable,18,Ohangwena,201,Grade  1,7,1054,545,509
5724,2014,Vulnerable,18,Ohangwena,205,Grade  5,15,85,60,25
5725,2014,Vulnerable,18,Ohangwena,205,Grade  5,11,312,125,187
5726,2014,Vulnerable,18,Ohangwena,205,Grade  5,12,267,137,130
5727,2014,Vulnerable,18,Ohangwena,205,Grade  5,13,245,151,94
5728,2014,Vulnerable,18,Ohangwena,205,Grade  5,14,182,103,79
5729,2015,Vulnerable,18,Ohangwena,100,Pre-Primary,10,2,1,1
5730,2015,Vulnerable,18,Ohangwena,100,Pre-Primary,5,195,94,101
5731,2014,Vulnerable,18,Ohangwena,202,Grade  2,9,456,255,201
5732,2014,Vulnerable,18,Ohangwena,204,Grade  4,19,1,0,1
5733,2014,Vulnerable,18,Ohangwena,100,Pre-Primary,17,2,0,2
5734,2014,Vulnerable,18,Ohangwena,203,Grade  3,11,250,159,91
5735,2014,Vulnerable,18,Ohangwena,201,Grade  1,11,11,8,3
