Contract,Client,DateOpen,Year,Month,Principal,IntratePr,IntPr,AdminFee,Stamps,Instalment,Total,DateFI,DateLI,Purpose,Period,CollectionMethod,LoanSizeCode,RepaymentCode,Paid,Balance,Status,Decision,Reason
6076,593,2023/02/09,2023,2,1500,0.28,420,0,6,1926.28,1926.28,2023/03/11,2023/03/11,Consumption,1,Cash Collection,B,A,1926.28,0,Paid,Approved,Qualified
6078,690,2023/02/18,2023,2,3500,0.28,980,0,18,4498.28,4498.28,2023/03/20,2023/03/20,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6077,700,2023/02/14,2023,2,1500,0.28,420,0,6,1926.28,1926.28,2023/03/16,2023/03/16,Consumption,1,Cash Collection,B,A,1926.28,0,Paid,Approved,Qualified
6072,722,2023/02/02,2023,2,900,0.28,252,0,2,1154.28,1154.28,2023/03/04,2023/03/04,Consumption,1,Cash Collection,A,A,1154.28,0,Paid,Approved,Qualified
6082,775,2023/02/18,2023,2,900,0.28,252,0,2,1154.28,1154.28,2023/03/20,2023/03/20,Consumption,1,Cash Collection,A,A,1154.28,0,Paid,Approved,Qualified
6068,778,2023/02/01,2023,2,2500,0.28,700,0,12,3212.28,3212.28,2023/03/03,2023/03/03,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6075,795,2023/02/08,2023,2,1000,0.28,280,0,2,1282.28,1282.28,2023/03/10,2023/03/10,Consumption,1,Cash Collection,A,A,1282.28,0,Paid,Approved,Qualified
6066,802,2023/02/01,2023,2,2500,0.28,700,0,12,3212.28,3212.28,2023/03/03,2023/03/03,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6074,803,2023/02/04,2023,2,800,0.28,224,0,2,1026.28,1026.28,2023/03/06,2023/03/06,Consumption,1,Cash Collection,A,A,1026.28,0,Paid,Approved,Qualified
6094,808,2023/02/28,2023,2,2500,0.28,700,0,12,3212.28,3212.28,2023/03/30,2023/03/30,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6092,814,2023/02/25,2023,2,3500,0.28,980,0,18,4498.28,4498.28,2023/03/27,2023/03/27,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6064,819,2023/02/01,2023,2,2500,0.28,700,0,12,3212.28,3212.28,2023/03/03,2023/03/03,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6085,830,2023/02/21,2023,2,2500,0.28,700,0,12,3212.28,3212.28,2023/03/23,2023/03/23,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6086,835,2023/02/21,2023,2,1300,0.28,364,0,4,1668.28,1668.28,2023/03/23,2023/03/23,Consumption,1,Cash Collection,B,A,1668.28,0,Paid,Approved,Qualified
6071,837,2023/02/02,2023,2,6500,0.28,1820,0,0,8320.28,8320.28,2023/03/04,2023/03/04,Consumption,1,Cash Collection,C,B,8320.28,0,Paid,Approved,Qualified
6069,878,2023/02/01,2023,2,3500,0.28,980,0,18,4498.28,4498.28,2023/03/03,2023/03/03,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6091,893,2023/02/25,2023,2,3500,0.28,980,0,18,4498.28,4498.28,2023/03/27,2023/03/27,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6090,902,2023/02/25,2023,2,3500,0.28,980,0,18,4498.28,4498.28,2023/03/27,2023/03/27,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6083,903,2023/02/21,2023,2,1700,0.28,476,0,6,2182.28,2182.28,2023/03/23,2023/03/23,Consumption,1,Cash Collection,B,A,2182.28,0,Paid,Approved,Qualified
6087,912,2023/02/23,2023,2,1500,0.28,420,0,6,1926.28,1926.28,2023/03/25,2023/03/25,Consumption,1,Cash Collection,B,A,1926.28,0,Paid,Approved,Qualified
6089,913,2023/02/23,2023,2,6500,0.28,1820,0,0,8320.28,8320.28,2023/03/25,2023/03/25,Consumption,1,Cash Collection,C,B,8320.28,0,Paid,Approved,Qualified
6107,41,2023/03/02,2023,3,3000,0.28,840,0,12,3852.28,3852.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,3852.28,0,Paid,Approved,Qualified
6115,94,2023/03/03,2023,3,3000,0.28,840,0,12,3852.28,3852.28,2023/04/02,2023/04/02,Consumption,1,Cash Collection,B,A,3852.28,0,Paid,Approved,Qualified
6116,114,2023/03/03,2023,3,6500,0.28,1820,0,0,8320.28,8320.28,2023/04/02,2023/04/02,Consumption,1,Cash Collection,C,B,8320.28,0,Paid,Approved,Qualified
6133,229,2023/03/23,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/22,2023/04/22,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6113,245,2023/03/03,2023,3,2500,0.28,700,0,12,3212.28,3212.28,2023/04/02,2023/04/02,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6155,271,2023/03/31,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6099,287,2023/03/02,2023,3,6500,0.28,1820,0,0,8320.28,8320.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,C,B,8320.28,0,Paid,Approved,Qualified
6108,342,2023/03/02,2023,3,3000,0.28,840,0,12,3852.28,3852.28,2023/04/01,2023/04/01,Consumption,1,Cash Collection,B,A,3852.28,0,Paid,Approved,Qualified
6123,435,2023/03/16,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/15,2023/04/15,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6095,464,2023/03/01,2023,3,5500,0.28,1540,0,0,7040.28,7040.28,2023/03/31,2023/03/31,Consumption,1,Cash Collection,C,B,7040.28,0,Paid,Approved,Qualified
6135,473,2023/03/24,2023,3,2300,0.28,644,0,6,2950.28,2950.28,2023/04/23,2023/04/23,Consumption,1,Cash Collection,B,A,2950.28,0,Paid,Approved,Qualified
6110,496,2023/03/02,2023,3,2500,0.28,700,0,12,3212.28,3212.28,2023/04/01,2023/04/01,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6109,563,2023/03/02,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/01,2023/04/01,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6130,569,2023/03/22,2023,3,4000,0.28,1120,0,18,5138.28,5138.28,2023/04/21,2023/04/21,Consumption,1,Cash Collection,B,A,5138.28,0,Paid,Approved,Qualified
6114,585,2023/03/03,2023,3,3000,0.28,840,0,12,3852.28,3852.28,2023/04/02,2023/04/02,Consumption,1,Cash Collection,B,A,3852.28,0,Paid,Approved,Qualified
6125,593,2023/03/18,2023,3,1000,0.28,280,0,2,1282.28,1282.28,2023/04/17,2023/04/17,Consumption,1,Cash Collection,A,A,1282.28,0,Paid,Approved,Qualified
6128,690,2023/03/22,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/21,2023/04/21,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6096,694,2023/03/01,2023,3,5500,0.28,1540,0,0,7040.28,7040.28,2023/03/31,2023/03/31,Clothing,1,Cash Collection,C,B,7040.28,0,Paid,Approved,Qualified
6148,694,2023/03/31,2023,3,5500,0.28,1540,0,0,7040.28,7040.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,C,B,7040.28,0,Paid,Approved,Qualified
6119,700,2023/03/04,2023,3,2500,0.28,700,0,12,3212.28,3212.28,2023/04/03,2023/04/03,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6129,722,2023/03/22,2023,3,4000,0.28,1120,0,18,5138.28,5138.28,2023/04/21,2023/04/21,Consumption,1,Cash Collection,B,A,5138.28,0,Paid,Approved,Qualified
6102,757,2023/03/02,2023,3,3000,0.28,840,0,12,3852.28,3852.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,3852.28,0,Paid,Approved,Qualified
6100,759,2023/03/02,2023,3,4000,0.28,1120,0,18,5138.28,5138.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,5138.28,0,Paid,Approved,Qualified
6120,775,2023/03/04,2023,3,1300,0.28,364,0,4,1668.28,1668.28,2023/04/03,2023/04/03,Consumption,1,Cash Collection,B,A,1668.28,0,Paid,Approved,Qualified
6118,778,2023/03/04,2023,3,2700,0.28,756,0,12,3468.28,3468.28,2023/04/03,2023/04/03,Consumption,1,Cash Collection,B,A,3468.28,0,Paid,Approved,Qualified
6097,789,2023/03/01,2023,3,7500,0.28,2100,0,0,9600.28,9600.28,2023/03/31,2023/03/31,Clothing,1,Cash Collection,C,B,9600.28,0,Paid,Approved,Qualified
6124,793,2023/03/18,2023,3,1500,0.28,420,0,6,1926.28,1926.28,2023/04/17,2023/04/17,Consumption,1,Cash Collection,B,A,1926.28,0,Paid,Approved,Qualified
6103,799,2023/03/02,2023,3,6000,0.28,1680,0,0,7680.28,7680.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,C,B,7680.28,0,Paid,Approved,Qualified
6151,799,2023/03/31,2023,3,6000,0.28,1680,0,0,7680.28,7680.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,C,B,7680.28,0,Paid,Approved,Qualified
6098,803,2023/03/02,2023,3,1100,0.28,308,0,2,1410.28,1410.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,1410.28,0,Paid,Approved,Qualified
6105,804,2023/03/02,2023,3,1800,0.28,504,0,6,2310.28,2310.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,2310.28,0,Paid,Approved,Qualified
6138,808,2023/03/28,2023,3,4500,0.28,1260,0,0,5760.28,5760.28,2023/04/27,2023/04/27,Consumption,1,Cash Collection,B,A,5760.28,0,Paid,Approved,Qualified
6111,812,2023/03/03,2023,3,1500,0.28,420,0,6,1926.28,1926.28,2023/04/02,2023/04/02,Consumption,1,Cash Collection,B,A,1926.28,0,Paid,Approved,Qualified
6162,819,2023/03/31,2023,3,2500,0.28,700,0,12,3212.28,3212.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6101,826,2023/03/02,2023,3,1800,0.28,504,0,6,2310.28,2310.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,2310.28,0,Paid,Approved,Qualified
6132,831,2023/03/23,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/22,2023/04/22,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6140,835,2023/03/29,2023,3,1100,0.28,308,0,2,1410.28,1410.28,2023/04/28,2023/04/28,Consumption,1,Cash Collection,B,A,1410.28,0,Paid,Approved,Qualified
6145,837,2023/03/31,2023,3,6500,0.28,1820,0,0,8320.28,8320.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,C,B,8320.28,0,Paid,Approved,Qualified
6104,857,2023/03/02,2023,3,1600,0.28,448,0,6,2054.28,2054.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,B,A,2054.28,0,Paid,Approved,Qualified
6117,871,2023/03/04,2023,3,1000,0.28,280,0,2,1282.28,1282.28,2023/04/03,2023/04/03,Consumption,1,Cash Collection,A,A,1282.28,0,Paid,Approved,Qualified
6139,876,2023/03/28,2023,3,2500,0.28,700,0,12,3212.28,3212.28,2023/04/27,2023/04/27,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6122,881,2023/03/09,2023,3,1300,0.28,364,0,4,1668.28,1668.28,2023/04/08,2023/04/08,Consumption,1,Cash Collection,B,A,1668.28,0,Paid,Approved,Qualified
6121,883,2023/03/04,2023,3,1500,0.28,420,0,6,1926.28,1926.28,2023/04/03,2023/04/03,Consumption,1,Cash Collection,B,A,1926.28,0,Paid,Approved,Qualified
6157,885,2023/03/31,2023,3,1300,0.28,364,0,4,1668.28,1668.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,1668.28,0,Paid,Approved,Qualified
6126,893,2023/03/21,2023,3,3500,0.28,980,0,18,4498.28,4498.28,2023/04/20,2023/04/20,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6141,902,2023/03/30,2023,3,3700,0.28,1036,0,18,4754.28,4754.28,2023/04/29,2023/04/29,Consumption,1,Cash Collection,B,A,4754.28,0,Paid,Approved,Qualified
6161,906,2023/03/31,2023,3,2500,0.28,700,0,12,3212.28,3212.28,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,3212.28,0,Paid,Approved,Qualified
6106,907,2023/03/02,2023,3,1000,0.28,280,0,2,1282.28,1282.28,2023/04/01,2023/04/01,Clothing,1,Cash Collection,A,A,1282.28,0,Paid,Approved,Qualified
6142,912,2023/03/30,2023,3,2000,0.28,560,0,6,2566.28,2566.28,2023/04/29,2023/04/29,Consumption,1,Cash Collection,B,A,2566.28,0,Paid,Approved,Qualified
9234,41,2023/04/03,2023,4,2500,0.28,700,0,12,3212,3212,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,3212,51,Paid,Approved,Qualified
9259,94,2023/04/18,2023,4,250,0.28,70,0,2,322,322,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,322,73,Paid,Approved,Qualified
9252,114,2023/04/11,2023,4,6500,0.28,1820,0,0,8320,8320,2023/05/20,2023/04/20,Consumption,1,Cash Collection,C,B,8320,79,Paid,Approved,Qualified
9270,229,2023/04/21,2023,4,5000,0.28,1400,0,0,6400,6400,2023/05/21,2023/05/21,Consumption,1,Cash Collection,B,A,6400,18,Paid,Approved,Qualified
9281,245,2023/04/27,2023,4,6000,0.28,1680,0,0,7680,7680,2023/05/31,2023/05/31,Consumption,1,Cash Collection,C,B,7680,11,Paid,Approved,Qualified
9248,271,2023/04/04,2023,4,3000,0.28,840,0,18,3858,3858,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,3858,83,Paid,Approved,Qualified
9297,287,2023/04/28,2023,4,4000,0.28,1120,0,0,5120,5120,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,5120,40,Paid,Approved,Qualified
9265,323,2023/04/20,2023,4,3500,0.28,980,0,18,4498,4498,2023/05/20,2023/05/20,Consumption,1,Cash Collection,B,A,4498,43,Paid,Approved,Qualified
9287,483,2023/04/28,2023,4,5000,0.28,1400,0,0,6400,6400,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,6400,6,Paid,Approved,Qualified
9249,496,2023/04/04,2023,4,2000,0.28,560,0,12,2572,2572,2023/04/20,2023/04/20,Consumption,1,Cash Collection,B,A,2572,82,Paid,Approved,Qualified
9238,563,2023/04/03,2023,4,1200,0.28,336,0,6,1542,1542,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,1542,47,Paid,Approved,Qualified
9257,569,2023/04/14,2023,4,200,0.28,56,0,2,258,258,2023/04/20,2023/04/20,Consumption,1,Cash Collection,A,A,258,75,Paid,Approved,Qualified
9239,585,2023/04/03,2023,4,1000,0.28,280,0,6,1286,1286,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,1286,76,Paid,Approved,Qualified
9256,593,2023/04/13,2023,4,700,0.28,196,0,2,898,898,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,898,88,Paid,Approved,Qualified
9268,690,2023/04/20,2023,4,3000,0.28,840,0,18,3858,3858,2023/05/20,2023/05/20,Consumption,1,Cash Collection,B,A,3858,20,Paid,Approved,Qualified
9237,694,2023/04/03,2023,4,5000,0.28,1400,0,0,6400,6400,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,6400,48,Paid,Approved,Qualified
9236,700,2023/04/03,2023,4,1500,0.28,420,0,6,1926,1926,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,1926,49,Paid,Approved,Qualified
9244,711,2023/04/03,2023,4,500,0.28,140,0,2,642,642,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,642,87,Paid,Approved,Qualified
9261,722,2023/04/19,2023,4,3000,0.28,840,0,18,3858,3858,2023/05/20,2023/04/20,Consumption,1,Cash Collection,B,A,3858,71,Paid,Approved,Qualified
9304,757,2023/04/28,2023,4,2500,0.28,700,0,12,3212,3212,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,3212,33,Paid,Approved,Qualified
9246,759,2023/04/03,2023,4,3000,0.28,840,0,18,3858,3858,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,3858,85,Paid,Approved,Qualified
9232,773,2023/04/03,2023,4,1000,0.28,280,0,6,1286,1286,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,1286,53,Paid,Approved,Qualified
9253,778,2023/04/11,2023,4,1100,0.28,308,0,6,1414,1414,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,1414,67,Paid,Approved,Qualified
9258,783,2023/04/17,2023,4,2000,0.28,560,0,12,2572,2572,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,2572,74,Paid,Approved,Qualified
9292,799,2023/04/28,2023,4,5500,0.28,1540,0,0,7040,7040,2023/05/31,2023/05/31,Consumption,1,Cash Collection,C,B,7040,32,Paid,Approved,Qualified
9247,802,2023/04/04,2023,4,2000,0.28,560,0,12,2572,2572,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,2572,84,Paid,Approved,Qualified
9233,803,2023/04/03,2023,4,500,0.28,140,0,2,642,642,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,642,52,Paid,Approved,Qualified
9289,804,2023/04/28,2023,4,1300,0.28,364,0,6,1670,1670,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,1670,4,Paid,Approved,Qualified
9279,808,2023/04/25,2023,4,4000,0.28,1120,0,0,5120,5120,2023/05/25,2023/05/25,Consumption,1,Cash Collection,B,A,5120,13,Paid,Approved,Qualified
9245,819,2023/04/03,2023,4,1300,0.28,364,0,6,1670,1670,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,1670,86,Paid,Approved,Qualified
9290,826,2023/04/28,2023,4,1200,0.28,336,0,6,1542,1542,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,1542,3,Paid,Approved,Qualified
9276,830,2023/04/24,2023,4,1000,0.28,280,0,6,1286,1286,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,1286,14,Paid,Approved,Qualified
9274,831,2023/04/24,2023,4,3000,0.28,840,0,18,3858,3858,2023/04/20,2023/05/20,Consumption,1,Cash Collection,B,A,3858,15,Paid,Approved,Qualified
9296,832,2023/04/28,2023,4,2000,0.28,560,0,12,2572,2572,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,2572,41,Paid,Approved,Qualified
9269,835,2023/04/20,2023,4,800,0.28,224,0,4,1028,1028,2023/05/20,2023/05/20,Consumption,1,Cash Collection,A,A,1028,19,Paid,Approved,Qualified
9250,841,2023/04/04,2023,4,2450,0.28,686,0,12,3148,3148,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,3148,81,Paid,Approved,Qualified
9255,871,2023/04/13,2023,4,400,0.28,112,0,2,514,514,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,514,77,Paid,Approved,Qualified
9243,881,2023/04/03,2023,4,1000,0.28,280,0,6,1286,1286,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,1286,56,Paid,Approved,Qualified
9251,883,2023/04/05,2023,4,1000,0.28,280,0,6,1286,1286,2023/04/30,2023/04/30,Consumption,1,Cash Collection,A,A,1286,80,Paid,Approved,Qualified
9294,885,2023/04/28,2023,4,800,0.28,224,0,4,1028,1028,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,1028,12,Paid,Approved,Qualified
9280,891,2023/04/26,2023,4,2300,0.28,644,0,12,2956,2956,2023/05/20,2023/05/20,Consumption,1,Cash Collection,B,A,2956,1,Paid,Approved,Qualified
9260,893,2023/04/18,2023,4,3000,0.28,840,0,18,3858,3858,2023/05/20,2023/04/20,Consumption,1,Cash Collection,B,A,3858,72,Paid,Approved,Qualified
9284,902,2023/04/28,2023,4,2300,0.28,644,0,12,2956,2956,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,2956,9,Paid,Approved,Qualified
9272,903,2023/04/21,2023,4,400,0.28,112,0,2,514,514,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,514,16,Paid,Approved,Qualified
9298,903,2023/04/28,2023,4,2500,0.28,700,0,12,3212,3212,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,3212,39,Paid,Approved,Qualified
9235,906,2023/04/03,2023,4,2000,0.28,560,0,12,2572,2572,2023/04/30,2023/04/30,Consumption,1,Cash Collection,B,A,2572,50,Paid,Approved,Qualified
9288,907,2023/04/28,2023,4,1000,0.28,280,0,6,1286,1286,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,1286,5,Paid,Approved,Qualified
9355,41,2023/05/31,2023,5,2500,0.28,700,0,12,3212,3212,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,3212,155,Paid,Approved,Qualified
9347,287,2023/05/31,2023,5,6000,0.28,1680,0,0,7680,7680,2023/06/30,2023/06/30,Consumption,1,Cash Collection,C,B,7680,174,Paid,Approved,Qualified
9328,323,2023/05/22,2023,5,5000,0.28,1400,0,0,6400,6400,2023/06/20,2023/06/20,Consumption,1,Cash Collection,B,A,6400,145,Paid,Approved,Qualified
9356,342,2023/05/31,2023,5,2500,0.28,700,0,12,3212,3212,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,3212,165,Paid,Approved,Qualified
9312,449,2023/05/02,2023,5,3000,0.28,840,0,18,3858,3858,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,3858,26,Paid,Approved,Qualified
9306,464,2023/05/02,2023,5,1500,0.28,420,0,6,1926,1926,2023/05/20,2023/05/20,Consumption,1,Cash Collection,B,A,1926,31,Paid,Approved,Qualified
9358,496,2023/05/31,2023,5,2000,0.28,560,0,12,2572,2572,2023/06/20,2023/06/20,Consumption,1,Cash Collection,B,A,2572,163,Paid,Approved,Qualified
9357,563,2023/05/31,2023,5,3000,0.28,840,0,18,3858,3858,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,3858,176,Paid,Approved,Qualified
9323,569,2023/05/19,2023,5,3000,0.28,840,0,18,3858,3858,2023/06/20,2023/05/20,Consumption,1,Cash Collection,B,A,3858,150,Paid,Approved,Qualified
9309,585,2023/05/02,2023,5,1500,0.28,420,0,6,1926,1926,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,1926,29,Paid,Approved,Qualified
9318,593,2023/05/10,2023,5,1000,0.28,280,0,6,1286,1286,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,1286,68,Paid,Approved,Qualified
9322,690,2023/05/19,2023,5,3000,0.28,840,0,18,3858,3858,2023/06/20,2023/05/20,Consumption,1,Cash Collection,B,A,3858,151,Paid,Approved,Qualified
9344,694,2023/05/30,2023,5,5000,0.28,1400,0,0,6400,6400,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,6400,142,Paid,Approved,Qualified
9321,700,2023/05/15,2023,5,1000,0.28,280,0,6,1286,1286,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,1286,152,Paid,Approved,Qualified
9314,722,2023/05/03,2023,5,400,0.28,112,0,2,514,514,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,514,24,Paid,Approved,Qualified
9350,757,2023/05/31,2023,5,2500,0.28,700,0,12,3212,3212,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,3212,171,Paid,Approved,Qualified
9348,759,2023/05/31,2023,5,3500,0.28,980,0,18,4498,4498,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,4498,173,Paid,Approved,Qualified
9326,775,2023/05/19,2023,5,400,0.28,112,0,2,514,514,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,514,147,Paid,Approved,Qualified
9310,778,2023/05/02,2023,5,2000,0.28,560,0,12,2572,2572,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,2572,28,Paid,Approved,Qualified
9345,789,2023/05/30,2023,5,7000,0.28,1960,0,0,8960,8960,2023/06/30,2023/06/30,Consumption,1,Cash Collection,C,B,8960,144,Paid,Approved,Qualified
9317,795,2023/05/09,2023,5,500,0.28,140,0,2,642,642,2023/05/20,2023/05/20,Consumption,1,Cash Collection,A,A,642,166,Paid,Approved,Qualified
9351,799,2023/05/31,2023,5,5500,0.28,1540,0,0,7040,7040,2023/06/30,2023/06/30,Consumption,1,Cash Collection,C,B,7040,170,Paid,Approved,Qualified
9308,802,2023/05/02,2023,5,2000,0.28,560,0,12,2572,2572,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,2572,30,Paid,Approved,Qualified
9316,803,2023/05/05,2023,5,300,0.28,84,0,2,386,386,2023/05/31,2023/05/31,Consumption,1,Cash Collection,A,A,386,109,Paid,Approved,Qualified
9353,804,2023/05/31,2023,5,1300,0.28,364,0,6,1670,1670,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,1670,168,Paid,Approved,Qualified
9342,808,2023/05/29,2023,5,2000,0.28,560,0,12,2572,2572,2023/06/25,2023/06/25,Consumption,1,Cash Collection,B,A,2572,135,Paid,Approved,Qualified
9339,814,2023/05/26,2023,5,3000,0.28,840,0,18,3858,3858,2023/06/28,2023/06/28,Consumption,1,Cash Collection,B,A,3858,137,Paid,Approved,Qualified
9305,819,2023/05/02,2023,5,2000,0.28,560,0,12,2572,2572,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,2572,44,Paid,Approved,Qualified
9349,826,2023/05/31,2023,5,1300,0.28,364,0,6,1670,1670,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,1670,172,Paid,Approved,Qualified
9329,830,2023/05/22,2023,5,2000,0.28,560,0,12,2572,2572,2023/05/30,2023/06/30,Consumption,1,Cash Collection,B,A,2572,133,Paid,Approved,Qualified
9331,835,2023/05/22,2023,5,800,0.28,224,0,4,1028,1028,2023/06/20,2023/06/20,Consumption,1,Cash Collection,A,A,1028,143,Paid,Approved,Qualified
9313,837,2023/05/03,2023,5,6000,0.28,1680,0,0,7680,7680,2023/05/31,2023/05/31,Consumption,1,Cash Collection,C,B,7680,25,Paid,Approved,Qualified
9352,857,2023/05/31,2023,5,1100,0.28,308,0,6,1414,1414,2023/06/30,2023/06/30,Consumption,1,Cash Collection,B,A,1414,169,Paid,Approved,Qualified
9311,878,2023/05/02,2023,5,3000,0.28,840,0,18,3858,3858,2023/05/31,2023/05/31,Consumption,1,Cash Collection,B,A,3858,27,Paid,Approved,Qualified
9338,893,2023/05/26,2023,5,3000,0.28,840,0,18,3858,3858,2023/06/20,2023/06/20,Consumption,1,Cash Collection,B,A,3858,138,Paid,Approved,Qualified
9336,902,2023/05/26,2023,5,3000,0.28,840,0,18,3858,3858,2023/06/24,2023/06/24,Consumption,1,Cash Collection,B,A,3858,139,Paid,Approved,Qualified
9327,903,2023/05/22,2023,5,1200,0.28,336,0,6,1542,1542,2023/05/30,2023/06/30,Consumption,1,Cash Collection,B,A,1542,146,Paid,Approved,Qualified
9354,907,2023/05/31,2023,5,500,0.28,140,0,2,642,642,2023/06/30,2023/06/30,Consumption,1,Cash Collection,A,A,642,167,Paid,Approved,Qualified
9333,912,2023/05/24,2023,5,1000,0.28,280,0,6,1286,1286,2023/06/25,2023/06/25,Consumption,1,Cash Collection,A,A,1286,154,Paid,Approved,Qualified
